Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
887-85-4485,A,Yangon,Normal,Male,Fashion accessories,16.79,1,0.8395,17.6295,03/06/2019,20:01,Credit card,16.79,4.761904762,0.8395,7.5
397-27-8613,A,Yangon,Normal,Female,Fashion accessories,79.76,6,23.928,502.488,02/20/2019,13:57,Credit card,478.56,4.761904762,23.928,8.4
263-32-3395,C,Naypyitaw,Member,Female,Home and lifestyle,55.19,4,11.038,231.798,03/20/2019,20:10,Credit card,220.76,4.761904762,11.038,4.8
784-36-9485,C,Naypyitaw,Normal,Female,Health and beauty,29.69,8,11.876,249.396,01/30/2019,11:16,Cash,237.52,4.761904762,11.876,5.4
748-45-5314,B,Mandalay,Normal,Female,Sports and travel,89.33,1,4.4665,93.7965,03/25/2019,15:06,Credit card,89.33,4.761904762,4.4665,9.8
328-76-7649,C,Naypyitaw,Member,Female,Fashion accessories,44.06,10,22.03,462.63,03/25/2019,11:33,Cash,440.6,4.761904762,22.03,6.3
626-92-5600,B,Mandalay,Normal,Female,Sports and travel,89.84,1,4.492,94.332,03/06/2019,12:28,Ewallet,89.84,4.761904762,4.492,5.4
593-96-8844,A,Yangon,Member,Male,Electronic accessories,42.6,2,4.26,89.46,03/26/2019,13:26,Cash,85.2,4.761904762,4.26,8.3
237-90-9399,B,Mandalay,Member,Male,Fashion accessories,84.99,1,4.2495,89.2395,02/01/2019,10:08,Credit card,84.99,4.761904762,4.2495,7.6
999-94-5644,A,Yangon,Member,Male,Electronic accessories,33.24,3,4.986,104.706,03/08/2019,16:38,Credit card,99.72,4.761904762,4.986,7.8
913-84-3979,A,Yangon,Member,Female,Food and beverages,99.34,8,39.736,834.456,01/22/2019,13:53,Cash,794.72,4.761904762,39.736,7.6
235-23-1271,C,Naypyitaw,Normal,Male,Fashion accessories,71.7,8,28.68,602.28,03/18/2019,19:04,Ewallet,573.6,4.761904762,28.68,6.3
220-21-8901,A,Yangon,Normal,Male,Food and beverages,18.67,8,7.468,156.828,03/20/2019,19:02,Credit card,149.36,4.761904762,7.468,7.0
539-39-8899,C,Naypyitaw,Member,Male,Fashion accessories,68.42,9,30.789,646.569,02/23/2019,15:55,Ewallet,615.78,4.761904762,30.789,8.2
518-42-4096,B,Mandalay,Normal,Male,Sports and travel,22.05,8,8.82,185.22,01/30/2019,11:18,Credit card,176.4,4.761904762,8.82,9.3
536-93-5155,A,Yangon,Member,Male,Food and beverages,10.65,4,2.13,44.73,03/30/2019,15:26,Cash,42.6,4.761904762,2.13,4.6
479-81-8925,B,Mandalay,Normal,Female,Food and beverages,34.8,7,12.18,255.78,01/27/2019,16:35,Credit card,243.6,4.761904762,12.18,6.9
816-30-2642,B,Mandalay,Normal,Female,Fashion accessories,45.83,3,6.8745,144.3645,03/26/2019,11:47,Ewallet,137.49,4.761904762,6.8745,6.7
943-28-8727,A,Yangon,Normal,Female,Food and beverages,65.26,1,3.263,68.523,01/21/2019,16:40,Ewallet,65.26,4.761904762,3.263,8.8
510-88-9536,C,Naypyitaw,Normal,Male,Health and beauty,33.68,6,10.104,212.184,01/11/2019,19:02,Credit card,202.08,4.761904762,10.104,6.3
134-86-9364,B,Mandalay,Member,Male,Fashion accessories,54.49,1,2.7245,57.2145,01/26/2019,20:59,Credit card,54.49,4.761904762,2.7245,5.7
898-61-6785,C,Naypyitaw,Member,Male,Fashion accessories,13.25,4,2.65,55.65,03/25/2019,10:10,Ewallet,53.0,4.761904762,2.65,10.0
672-84-6703,C,Naypyitaw,Normal,Female,Food and beverages,28.03,1,1.4015,29.4315,01/09/2019,11:35,Cash,28.03,4.761904762,1.4015,8.4
618-23-2185,B,Mandalay,Normal,Male,Food and beverages,96.67,8,38.668,812.028,02/21/2019,19:00,Cash,773.36,4.761904762,38.668,5.1
486-82-8923,C,Naypyitaw,Normal,Female,Health and beauty,82.26,5,20.565,431.865,03/10/2019,19:16,Credit card,411.3,4.761904762,20.565,6.7
748-38-4767,A,Yangon,Normal,Female,Fashion accessories,51.46,10,25.73,540.33,01/04/2019,17:07,Cash,514.6,4.761904762,25.73,4.4
940-53-2245,B,Mandalay,Normal,Female,Food and beverages,58.2,5,14.55,305.55,02/01/2019,14:05,Cash,291.0,4.761904762,14.55,8.0
294-73-4271,C,Naypyitaw,Member,Female,Home and lifestyle,41.81,10,20.905,439.005,02/04/2019,12:47,Credit card,418.1,4.761904762,20.905,9.6
180-96-9071,A,Yangon,Member,Female,Electronic accessories,30.63,4,6.126,128.646,03/21/2019,15:09,Ewallet,122.52,4.761904762,6.126,4.7
882-75-5591,C,Naypyitaw,Member,Male,Sports and travel,43.4,6,13.02,273.42,03/05/2019,19:55,Cash,260.4,4.761904762,13.02,6.9
981-97-3863,B,Mandalay,Member,Male,Health and beauty,57.31,7,20.0585,421.2285,03/03/2019,18:02,Credit card,401.17,4.761904762,20.0585,6.1
470-88-5254,B,Mandalay,Member,Female,Home and lifestyle,72.02,1,3.601,75.621,03/28/2019,13:24,Credit card,72.02,4.761904762,3.601,4.6
529-99-7099,A,Yangon,Normal,Male,Home and lifestyle,52.42,10,26.21,550.41,02/13/2019,15:11,Cash,524.2,4.761904762,26.21,6.5
923-40-8081,B,Mandalay,Normal,Female,Sports and travel,26.19,3,3.9285,82.4985,03/15/2019,20:14,Ewallet,78.57,4.761904762,3.9285,8.3
969-90-9470,B,Mandalay,Member,Male,Fashion accessories,23.46,1,1.173,24.633,01/23/2019,16:31,Ewallet,23.46,4.761904762,1.173,10.0
320-42-8807,C,Naypyitaw,Normal,Female,Home and lifestyle,32.59,10,16.295,342.195,01/07/2019,16:06,Credit card,325.9,4.761904762,16.295,5.0
521-25-6752,C,Naypyitaw,Member,Female,Fashion accessories,40.12,6,12.036,252.756,02/16/2019,18:35,Cash,240.72,4.761904762,12.036,6.1
393-69-3373,C,Naypyitaw,Member,Male,Home and lifestyle,41.96,9,18.882,396.522,03/04/2019,17:56,Ewallet,377.64,4.761904762,18.882,6.3
424-93-5773,A,Yangon,Normal,Female,Fashion accessories,65.1,7,22.785,478.485,01/10/2019,11:10,Cash,455.7,4.761904762,22.785,5.4
974-12-3048,C,Naypyitaw,Normal,Female,Home and lifestyle,89.88,6,26.964,566.244,03/17/2019,18:28,Cash,539.28,4.761904762,26.964,5.0
999-70-9985,C,Naypyitaw,Member,Female,Fashion accessories,73.06,2,7.306,153.426,01/27/2019,12:25,Ewallet,146.12,4.761904762,7.306,4.6
499-49-4757,A,Yangon,Member,Female,Food and beverages,78.84,2,7.884,165.564,01/14/2019,14:39,Ewallet,157.68,4.761904762,7.884,4.5
433-70-8654,A,Yangon,Normal,Female,Fashion accessories,21.38,9,9.621,202.041,01/22/2019,10:02,Credit card,192.42,4.761904762,9.621,6.1
751-82-8126,C,Naypyitaw,Normal,Female,Electronic accessories,97.25,9,43.7625,919.0125,01/23/2019,19:38,Cash,875.25,4.761904762,43.7625,7.8
410-11-1001,C,Naypyitaw,Normal,Female,Sports and travel,58.56,2,5.856,122.976,02/26/2019,14:23,Cash,117.12,4.761904762,5.856,5.6
884-65-5799,C,Naypyitaw,Member,Female,Home and lifestyle,52.22,1,2.611,54.831,03/30/2019,17:48,Cash,52.22,4.761904762,2.611,5.8
854-92-7385,C,Naypyitaw,Member,Male,Food and beverages,43.62,7,15.267,320.607,03/13/2019,16:25,Ewallet,305.34,4.761904762,15.267,5.0
391-93-9715,B,Mandalay,Member,Female,Health and beauty,48.0,4,9.6,201.6,03/08/2019,19:51,Credit card,192.0,4.761904762,9.6,8.1
817-89-9060,B,Mandalay,Normal,Male,Health and beauty,26.41,5,6.6025,138.6525,01/15/2019,20:29,Credit card,132.05,4.761904762,6.6025,6.7
832-66-1134,A,Yangon,Normal,Male,Electronic accessories,14.47,9,6.5115,136.7415,01/03/2019,12:06,Cash,130.23,4.761904762,6.5115,5.6
574-99-1519,A,Yangon,Member,Male,Health and beauty,54.42,6,16.326,342.846,02/23/2019,14:50,Cash,326.52,4.761904762,16.326,10.0
961-42-7251,B,Mandalay,Member,Male,Health and beauty,33.98,7,11.893,249.753,01/10/2019,18:30,Ewallet,237.86,4.761904762,11.893,5.2
196-76-4415,A,Yangon,Member,Male,Sports and travel,79.4,8,31.76,666.96,02/01/2019,10:12,Cash,635.2,4.761904762,31.76,8.4
405-35-6905,B,Mandalay,Normal,Female,Home and lifestyle,24.27,1,1.2135,25.4835,03/12/2019,18:07,Cash,24.27,4.761904762,1.2135,6.9
505-41-1146,A,Yangon,Member,Male,Electronic accessories,66.96,6,20.088,421.848,01/02/2019,12:50,Cash,401.76,4.761904762,20.088,7.5
877-90-1983,A,Yangon,Normal,Male,Home and lifestyle,79.36,4,15.872,333.312,01/21/2019,17:05,Credit card,317.44,4.761904762,15.872,7.7
907-92-6690,A,Yangon,Normal,Male,Fashion accessories,58.27,2,5.827,122.367,01/17/2019,17:14,Cash,116.54,4.761904762,5.827,9.9
401-79-9029,B,Mandalay,Member,Male,Fashion accessories,44.0,3,6.6,138.6,02/02/2019,10:31,Credit card,132.0,4.761904762,6.6,6.6
560-47-5314,A,Yangon,Member,Female,Home and lifestyle,75.91,5,18.9775,398.5275,03/18/2019,18:10,Ewallet,379.55,4.761904762,18.9775,7.2
472-89-4912,C,Naypyitaw,Normal,Female,Health and beauty,79.82,9,35.919,754.299,02/18/2019,12:56,Ewallet,718.38,4.761904762,35.919,7.7
756-51-2809,B,Mandalay,Member,Female,Electronic accessories,57.16,8,22.864,480.144,03/12/2019,12:39,Cash,457.28,4.761904762,22.864,5.9
684-92-7366,A,Yangon,Member,Male,Electronic accessories,26.08,1,1.304,27.384,01/26/2019,11:31,Ewallet,26.08,4.761904762,1.304,4.6
952-20-8668,C,Naypyitaw,Normal,Female,Health and beauty,42.97,10,21.485,451.185,01/10/2019,10:59,Ewallet,429.7,4.761904762,21.485,7.9
141-19-5979,C,Naypyitaw,Member,Female,Food and beverages,76.91,7,26.9185,565.2885,02/17/2019,10:52,Credit card,538.37,4.761904762,26.9185,5.6
683-90-3931,A,Yangon,Member,Male,Health and beauty,75.26,9,33.867,711.207,02/19/2019,13:12,Credit card,677.34,4.761904762,33.867,7.9
284-80-7579,C,Naypyitaw,Normal,Male,Fashion accessories,61.88,8,24.752,519.792,03/31/2019,20:27,Ewallet,495.04,4.761904762,24.752,5.0
522-91-8054,C,Naypyitaw,Normal,Male,Food and beverages,99.85,8,39.94,838.74,02/15/2019,15:35,Cash,798.8,4.761904762,39.94,9.1
506-10-1567,C,Naypyitaw,Normal,Male,Food and beverages,59.1,7,20.685,434.385,03/12/2019,14:23,Cash,413.7,4.761904762,20.685,6.7
666-75-3534,B,Mandalay,Member,Male,Home and lifestyle,10.59,4,2.118,44.478,01/28/2019,15:01,Credit card,42.36,4.761904762,2.118,8.9
407-21-7550,A,Yangon,Member,Female,Home and lifestyle,24.05,5,6.0125,126.2625,02/16/2019,19:15,Ewallet,120.25,4.761904762,6.0125,5.5
939-22-5921,C,Naypyitaw,Member,Male,Fashion accessories,39.22,8,15.688,329.448,01/23/2019,17:52,Credit card,313.76,4.761904762,15.688,8.2
332-93-1187,A,Yangon,Normal,Male,Health and beauty,92.96,6,27.888,585.648,02/14/2019,16:26,Ewallet,557.76,4.761904762,27.888,9.2
326-29-1827,C,Naypyitaw,Normal,Male,Home and lifestyle,57.19,6,17.157,360.297,03/11/2019,19:09,Cash,343.14,4.761904762,17.157,7.0
444-20-8796,C,Naypyitaw,Normal,Female,Food and beverages,61.77,2,6.177,129.717,01/29/2019,16:18,Cash,123.54,4.761904762,6.177,4.9
302-72-7476,C,Naypyitaw,Member,Female,Home and lifestyle,17.66,9,7.947,166.887,02/25/2019,12:48,Ewallet,158.94,4.761904762,7.947,6.9
787-62-7939,C,Naypyitaw,Member,Male,Electronic accessories,16.45,7,5.7575,120.9075,02/11/2019,20:59,Credit card,115.15,4.761904762,5.7575,4.5
922-66-3389,B,Mandalay,Normal,Male,Home and lifestyle,41.0,1,2.05,43.05,02/09/2019,12:22,Credit card,41.0,4.761904762,2.05,8.9
735-28-5713,B,Mandalay,Member,Male,Electronic accessories,71.68,3,10.752,225.792,01/11/2019,11:47,Ewallet,215.04,4.761904762,10.752,5.5
659-76-5237,A,Yangon,Normal,Male,Home and lifestyle,50.5,1,2.525,53.025,02/12/2019,13:47,Credit card,50.5,4.761904762,2.525,5.3
361-31-1984,C,Naypyitaw,Normal,Male,Fashion accessories,72.88,1,3.644,76.524,02/18/2019,19:57,Credit card,72.88,4.761904762,3.644,7.2
775-56-2767,B,Mandalay,Member,Female,Health and beauty,51.84,1,2.592,54.432,01/09/2019,16:42,Cash,51.84,4.761904762,2.592,8.0
290-35-9202,A,Yangon,Normal,Female,Electronic accessories,98.17,9,44.1765,927.7065,01/13/2019,15:31,Credit card,883.53,4.761904762,44.1765,7.2
455-97-6765,B,Mandalay,Member,Male,Electronic accessories,93.0,5,23.25,488.25,02/12/2019,17:25,Credit card,465.0,4.761904762,23.25,4.9
934-13-5590,B,Mandalay,Normal,Male,Food and beverages,34.83,1,1.7415,36.5715,03/22/2019,14:56,Cash,34.83,4.761904762,1.7415,9.3
802-39-7837,A,Yangon,Member,Female,Sports and travel,69.12,2,6.912,145.152,02/18/2019,18:43,Credit card,138.24,4.761904762,6.912,9.2
694-79-4314,A,Yangon,Member,Female,Home and lifestyle,91.87,6,27.561,578.781,02/27/2019,18:08,Ewallet,551.22,4.761904762,27.561,7.9
670-78-2939,A,Yangon,Normal,Male,Sports and travel,99.6,3,14.94,313.74,03/25/2019,19:58,Ewallet,298.8,4.761904762,14.94,5.9
941-91-5485,A,Yangon,Normal,Male,Fashion accessories,12.65,6,3.795,79.695,02/22/2019,16:19,Cash,75.9,4.761904762,3.795,8.5
710-39-4783,A,Yangon,Member,Male,Electronic accessories,26.63,10,13.315,279.615,03/20/2019,14:38,Credit card,266.3,4.761904762,13.315,7.7
765-57-4014,C,Naypyitaw,Member,Female,Health and beauty,71.93,8,28.772,604.212,01/18/2019,18:54,Credit card,575.44,4.761904762,28.772,6.8
522-38-4323,B,Mandalay,Normal,Female,Electronic accessories,24.74,4,4.948,103.908,01/05/2019,16:48,Ewallet,98.96,4.761904762,4.948,9.6
537-61-1685,A,Yangon,Member,Male,Sports and travel,88.03,8,35.212,739.452,03/30/2019,15:55,Cash,704.24,4.761904762,35.212,9.3
905-14-9530,C,Naypyitaw,Normal,Female,Sports and travel,65.03,10,32.515,682.815,03/18/2019,18:33,Credit card,650.3,4.761904762,32.515,9.3
496-76-1807,A,Yangon,Normal,Female,Health and beauty,88.99,4,17.798,373.758,03/08/2019,18:25,Credit card,355.96,4.761904762,17.798,4.2
155-98-9470,A,Yangon,Normal,Female,Sports and travel,89.59,5,22.3975,470.3475,03/01/2019,12:27,Cash,447.95,4.761904762,22.3975,7.7
502-62-6299,A,Yangon,Normal,Female,Health and beauty,75.03,2,7.503,157.563,01/24/2019,19:57,Credit card,150.06,4.761904762,7.503,7.3
828-30-3024,B,Mandalay,Member,Male,Sports and travel,63.12,4,12.624,265.104,02/28/2019,11:16,Cash,252.48,4.761904762,12.624,8.2
489-15-3799,A,Yangon,Member,Female,Fashion accessories,42.66,9,19.197,403.137,02/19/2019,18:39,Ewallet,383.94,4.761904762,19.197,6.3
556-46-3960,B,Mandalay,Member,Male,Electronic accessories,26.1,1,1.305,27.405,02/23/2019,14:19,Credit card,26.1,4.761904762,1.305,8.6
105-87-9084,A,Yangon,Member,Male,Health and beauty,66.02,5,16.505,346.605,01/02/2019,17:31,Cash,330.1,4.761904762,16.505,7.3
384-89-4401,A,Yangon,Member,Female,Sports and travel,46.91,2,4.691,98.511,03/18/2019,19:00,Ewallet,93.82,4.761904762,4.691,9.3
405-52-2436,A,Yangon,Member,Male,Health and beauty,68.79,1,3.4395,72.2295,01/19/2019,10:42,Credit card,68.79,4.761904762,3.4395,9.0
906-81-3906,A,Yangon,Member,Female,Electronic accessories,24.52,5,6.13,128.73,03/20/2019,20:44,Credit card,122.6,4.761904762,6.13,7.6
963-80-2063,B,Mandalay,Normal,Male,Health and beauty,79.16,6,23.748,498.708,02/17/2019,16:52,Ewallet,474.96,4.761904762,23.748,8.6
314-88-1953,B,Mandalay,Normal,Male,Health and beauty,72.51,5,18.1275,380.6775,02/12/2019,18:26,Credit card,362.55,4.761904762,18.1275,5.3
688-89-6797,A,Yangon,Member,Female,Fashion accessories,71.97,5,17.9925,377.8425,02/24/2019,19:54,Cash,359.85,4.761904762,17.9925,5.6
576-90-2932,A,Yangon,Normal,Female,Sports and travel,82.71,10,41.355,868.455,01/30/2019,14:12,Ewallet,827.1,4.761904762,41.355,4.7
806-46-5168,C,Naypyitaw,Member,Female,Sports and travel,14.09,6,4.227,88.767,03/13/2019,20:13,Ewallet,84.54,4.761904762,4.227,7.8
682-88-1477,A,Yangon,Normal,Female,Food and beverages,59.49,1,2.9745,62.4645,01/15/2019,20:21,Cash,59.49,4.761904762,2.9745,6.4
742-68-9797,A,Yangon,Member,Female,Home and lifestyle,93.0,8,37.2,781.2,03/02/2019,10:41,Ewallet,744.0,4.761904762,37.2,6.9
648-12-4412,B,Mandalay,Normal,Female,Fashion accessories,15.04,9,6.768,142.128,02/08/2019,19:46,Credit card,135.36,4.761904762,6.768,5.9
269-83-7382,C,Naypyitaw,Normal,Female,Health and beauty,97.26,5,24.315,510.615,01/04/2019,15:24,Credit card,486.3,4.761904762,24.315,7.2
480-67-5958,A,Yangon,Member,Female,Fashion accessories,87.2,1,4.36,91.56,02/04/2019,16:05,Cash,87.2,4.761904762,4.36,9.3
594-74-3524,A,Yangon,Normal,Male,Health and beauty,43.68,1,2.184,45.864,01/26/2019,11:28,Credit card,43.68,4.761904762,2.184,4.1
628-96-3174,A,Yangon,Normal,Female,Fashion accessories,88.64,5,22.16,465.36,02/11/2019,12:49,Ewallet,443.2,4.761904762,22.16,8.9
708-21-6460,A,Yangon,Member,Female,Sports and travel,74.22,9,33.399,701.379,01/15/2019,10:19,Ewallet,667.98,4.761904762,33.399,8.1
314-51-4285,B,Mandalay,Member,Male,Food and beverages,78.95,5,19.7375,414.4875,01/03/2019,19:48,Cash,394.75,4.761904762,19.7375,7.8
217-11-9422,A,Yangon,Normal,Female,Food and beverages,38.72,8,15.488,325.248,03/27/2019,11:17,Ewallet,309.76,4.761904762,15.488,4.9
727-53-9856,A,Yangon,Member,Female,Food and beverages,38.66,3,5.799,121.779,02/06/2019,19:15,Ewallet,115.98,4.761904762,5.799,4.4
283-86-8304,B,Mandalay,Member,Male,Health and beauty,52.36,1,2.618,54.978,01/14/2019,16:03,Ewallet,52.36,4.761904762,2.618,6.6
921-99-8672,C,Naypyitaw,Normal,Female,Home and lifestyle,83.56,9,37.602,789.642,01/11/2019,17:36,Ewallet,752.04,4.761904762,37.602,4.6
731-43-6954,A,Yangon,Normal,Female,Fashion accessories,67.99,8,27.196,571.116,03/02/2019,13:14,Ewallet,543.92,4.761904762,27.196,9.2
966-31-5624,B,Mandalay,Member,Female,Home and lifestyle,50.79,1,2.5395,53.3295,01/09/2019,17:07,Cash,50.79,4.761904762,2.5395,6.9
645-69-7566,B,Mandalay,Member,Male,Sports and travel,83.57,2,8.357,175.497,02/11/2019,18:41,Ewallet,167.14,4.761904762,8.357,8.8
810-85-8063,C,Naypyitaw,Normal,Male,Food and beverages,31.93,3,4.7895,100.5795,03/03/2019,16:04,Cash,95.79,4.761904762,4.7895,5.2
433-81-2599,B,Mandalay,Normal,Male,Electronic accessories,69.63,2,6.963,146.223,03/15/2019,17:07,Credit card,139.26,4.761904762,6.963,7.6
760-94-2007,B,Mandalay,Member,Female,Sports and travel,16.26,2,1.626,34.146,03/29/2019,19:49,Cash,32.52,4.761904762,1.626,6.0
499-88-8326,A,Yangon,Member,Male,Food and beverages,91.28,1,4.564,95.844,01/19/2019,20:09,Cash,91.28,4.761904762,4.564,7.2
622-61-3089,A,Yangon,Member,Female,Home and lifestyle,61.32,5,15.33,321.93,02/25/2019,15:05,Credit card,306.6,4.761904762,15.33,4.0
340-65-7459,B,Mandalay,Member,Female,Food and beverages,97.1,1,4.855,101.955,03/13/2019,15:07,Cash,97.1,4.761904762,4.855,9.2
668-59-6902,C,Naypyitaw,Normal,Female,Sports and travel,44.34,9,19.953,419.013,01/28/2019,20:11,Cash,399.06,4.761904762,19.953,4.8
598-94-8155,B,Mandalay,Member,Female,Fashion accessories,21.3,1,1.065,22.365,01/10/2019,20:01,Ewallet,21.3,4.761904762,1.065,8.3
565-75-7948,A,Yangon,Member,Male,Fashion accessories,82.53,8,33.012,693.252,03/31/2019,19:59,Cash,660.24,4.761904762,33.012,7.7
342-74-5411,C,Naypyitaw,Normal,Female,Home and lifestyle,30.31,7,10.6085,222.7785,03/19/2019,10:36,Cash,212.17,4.761904762,10.6085,9.1
847-77-5578,B,Mandalay,Normal,Male,Health and beauty,61.13,6,18.339,385.119,01/15/2019,19:30,Credit card,366.78,4.761904762,18.339,4.5
154-53-9765,B,Mandalay,Member,Male,Electronic accessories,52.52,2,5.252,110.292,03/29/2019,20:34,Credit card,105.04,4.761904762,5.252,5.9
136-98-5981,A,Yangon,Normal,Female,Food and beverages,91.54,10,45.77,961.17,02/12/2019,16:22,Cash,915.4,4.761904762,45.77,5.7
739-13-5699,C,Naypyitaw,Normal,Male,Fashion accessories,52.58,3,7.887,165.627,03/15/2019,10:42,Cash,157.74,4.761904762,7.887,8.9
363-11-2827,B,Mandalay,Member,Male,Food and beverages,16.92,5,4.23,88.83,02/02/2019,12:39,Cash,84.6,4.761904762,4.23,5.7
982-14-6617,C,Naypyitaw,Member,Male,Fashion accessories,50.19,3,7.5285,158.0985,02/03/2019,13:31,Ewallet,150.57,4.761904762,7.5285,8.8
271-36-6653,A,Yangon,Member,Male,Sports and travel,77.74,7,27.209,571.389,02/19/2019,13:42,Cash,544.18,4.761904762,27.209,8.4
645-39-7222,A,Yangon,Normal,Male,Health and beauty,25.08,7,8.778,184.338,03/02/2019,14:30,Credit card,175.56,4.761904762,8.778,9.7
423-77-1672,C,Naypyitaw,Normal,Female,Home and lifestyle,23.06,7,8.071,169.491,01/02/2019,14:59,Cash,161.42,4.761904762,8.071,6.3
698-60-8554,A,Yangon,Normal,Female,Food and beverages,92.61,5,23.1525,486.2025,02/12/2019,14:17,Ewallet,463.05,4.761904762,23.1525,5.5
169-11-7737,C,Naypyitaw,Member,Male,Food and beverages,40.36,3,6.054,127.134,02/10/2019,18:00,Credit card,121.08,4.761904762,6.054,4.1
158-86-4552,A,Yangon,Member,Female,Home and lifestyle,29.75,5,7.4375,156.1875,02/02/2019,13:02,Ewallet,148.75,4.761904762,7.4375,7.7
289-24-4018,C,Naypyitaw,Member,Male,Health and beauty,87.07,3,13.0605,274.2705,02/18/2019,20:48,Credit card,261.21,4.761904762,13.0605,7.4
